,id,category,corpus
939,939,Society,democrat republican presidential economic democrat candidate presidential put chairman candidate candidate candidate poll candidate economic official presidential give ticket candidate candidate candidate candidate presidential democrat republican economic official straw chairman presidential presidential million official ticket republican straw ticket million chairman give democrat presidential put republican candidate poll presidential straw million candidate give republican presidential candidate presidential poll poll put
940,940,Sports,defensive patriot coordinator coordinator league contract coach jet head defensive league tell job league manager coach coach job general million situation head tell league head want press assistant jet contract jet coach patriot head head agent office coach draft general million manager coach coach contract million jet general jet contract contract general league jet want manager head tell contract press head jet head job draft ago office manager jet contract office agent head assistant manager jet jet jet press patriot ago coach contract patriot coordinator coaching coach coach coach coach jet situation manager league jet coordinator head agent contract ago defensive million office contract patriot head coaching coach head coach coach general jet general jet coaching jet coach contract job coach coach league head assistant head contract contract head office coach situation head want jet jet coach head draft jet
941,941,Arts,show paint paint paint mask century mask mask mask century draw lifes mask show paint paint draw mask lifes lifes show paint draw century mask show
942,942,Arts,angel skeleton show show friend skeleton show paint angel mask portrait show mask friend portrait mask mask paint skeleton mask friend show mask portrait paint show angel
943,943,Society,law economic law help call call firm firm turn economic son home firm dollar secretary help tax call secretary increase tax increase gold administration firm secretary percent law gold increase help dollar law turn help law home gold call dollar tax percent administration son turn administration law economic tax law percent secretary son home
944,944,Sports,coach jet patriot jet head coach coach contract coach tuna patriot jet tuna jet resignation claim head resignation head contract jet coach jet coach patriot resignation patriot coach head coach head tuna claim jet coach head claim jet contract coach coach
945,945,Arts,art career song opera song concert concert recital song gala song art singing singing recital foundation song place gala gala recital place foundation opera program recital concert recital recital foundation singing singer recital singer artist song concert foundation concert recital recital opera song recital recital song art recital recital song opera singer singer recital artist perform foundation career singer career program foundation song gala singer perform artist recital program career singer recital foundation song singer perform foundation song place art
946,946,Arts,song large singer song art soprano music art foundation song soprano singer art school song art school song work foundation school recital large recital program singer program young foundation foundation recital song soprano recital recital concert song concert recital music singer music recital art foundation large song program recital work young recital program recital song program song concert singer work concert young
947,947,Arts,music music jazz band composer music composer music art noise guitar music musician musician part century sound noise composer guitar music art musical artist sound music jazz composer classical part art music band century century jazz part classical guitar musician classical music music art music music sound sound art artist art band noise artist musical century sound noise musical composer sound noise century
948,948,Arts,innocent musician recording recording musician musical innocent musician recording innocent musical musician musical
949,949,Sports,point season caught yard season yard yard touchdown yard point season pass touchdown viking yard viking pass pass caught touchdown play season point yard yard touchdown play caught caught pass touchdown play viking touchdown season viking season yard viking touchdown yard
950,950,Arts,actor playwright character play experience fact play write theater play actor experience experience actor wrong play playwright speech playwright wrong play experience write theater write play fact character audience play play audience fact playwright play fact speech audience theater playwright audience art audience wrong play play play write play theater art speech experience theater playwright play wrong audience speech character write write write theater play play art experience playwright character theater play theater play audience
951,951,Arts,audience theater play play mother play theater mother think bite father writer sense play theater sense mother think audience audience theater bite writer think play mother theater writer writer play father father bite writer sense play father play play theater father play theater
952,952,Society,win young young win young democrat love love win win republican marriage young republican marriage marriage republican republican republican democrat love win republican democrat
953,953,Arts,contemporary artist article favorite show contemporary contemporary opinion favorite opinion contemporary exhibition artist modern director favorite contemporary question museum opinion museum modern director article ask question artist sculpture century artist contemporary director contemporary century contemporary century ask question artist opinion modern ask museum museum article ask artist sculpture contemporary museum show show show exhibition contemporary exhibition contemporary sculpture contemporary
954,954,Arts,museum reply museum artist museum show artist collection museum artist collection museum love sensation collection style love art love art contemporary love contemporary painting contemporary gallery artist art gallery sensation art art art artist reply art contemporary contemporary museum contemporary show contemporary museum show style artist painting contemporary gallery contemporary show show sensation contemporary artist art painting artist contemporary show reply artist show art museum style
955,955,Sports,contract decision coach coach ago coach future office coach ownership contract future contract team team patriot morning job statement football head franchise feel jet jet decision jet football coach contract medium head medium jet morning future jet team ago owner coach head morning jet ago defensive decision contract jet jet ownership jet jet jet patriot job coach statement patriot head jet coach talk office right franchise right return decision patriot coach feel morning coach future patriot team coach feel jet ownership contract job owner jet football patriot talk team medium return team statement talk defensive defensive jet return head talk franchise jet office patriot office owner job right jet team ago
956,956,Sports,lose get road wild get road playoff team past road get wild receiver season past chance playoff opportunity ball card guy game win deserve receiver playoff team season receiver ball chance game card card playoff playoff game game guy playoff season chance playoff receiver team win receiver game team season team past season playoff wild opportunity team season playoff lose past game game lose playoff season past game guy game get lose win get ball season deserve team team receiver opportunity deserve
957,957,Business,fell market percent short term market market price index market drop expect strategist short rate stock percent higher stock sharply strategist fell fell strategist market index stock percent bond sharply price expect term worst composite chief percent composite index point price percent equity interest percent market percent worst chief fell rate stock drop point term decline equity percent term interest market index market fall market percent expect rate short sharply bond decline price strategist strategist index interest percent gain price decline rate decline index market fall market percent percent worst rate fall money money stock stock rate higher point percent rate fell term percent point interest fell market market drop percent money percent interest gain price price market fall percent higher short fell percent interest price market chief rate rate point percent stock composite percent bond gain gain bond equity higher index percent
958,958,Business,analyst credit improvement company customer earn sale percent cardholder improvement customer bill analyst analyst bill company credit credit quarter increase percent card improvement sale earn sale sale quarter sale percent increase line card company quarter cardholder card credit line credit increase credit bill credit earn card increase company line bill card customer credit card analyst earn percent company credit cardholder credit company company percent card card card sale analyst
959,959,Society,creditor financial court creditor financial financial plan member million bill financial insurer care million health debt order health million financial creditor court order huge administration seek care care financial debt court bond creditor administration administration order health plan financial member care million insurer million huge bill asset seek insurer seek loss asset million asset million bond million loss court insurer plan loss bond bill huge plan loss court debt care member
960,960,Arts,political die die die woman woman volume volume volume political film woman mother mother film mother woman die mother film political woman mother
961,961,Society,public public public husband woman husband woman public husband husband woman
962,962,Sports,executive organization compensation owner pick draft position compensation team draft patriot executive jet patriot draft patriot draft jet position jet patriot owner jet contract contract jet compensation jet jet patriot organization team patriot patriot patriot patriot jet pick contract position patriot team patriot pick team contract executive organization owner jet team patriot pick patriot
963,963,Society,settlement prisoner right million inmate million inmate lawyer inmate lawyer injury uprising injury country case inmate case uprising prisoner right dead right right case dead settlement inmate settlement inmate settlement inmate lawyer money inmate lawyer money inmate inmate settlement lawyer money inmate million prisoner country lawyer settlement country inmate settlement injury inmate inmate money settlement million settlement inmate dead lawyer uprising prisoner money settlement
964,964,Society,million prisoner million inmates trial inmates prisoner trial prisoner judge inmates inmates guard million judge judge guard inmates trial judge inmates guard
965,965,Computers,cable network cable station network cable affect affect station network system affect station system cable channel channel station network channel subscriber major channel cable major percent cable channel system cable network network percent subscriber subscriber system cable station cable cable cable major percent subscriber network channel
966,966,Sports,bring team bring head team job pick ownership minute minute jet contract jet coach pick head patriot patriot team job jet likely jet jet head conference pick team coach contract coach job jet jet jet contract ownership coach team contract coach jet head team jet team draft coach pick team coach coach jet team patriot team job coach coach uncertainty draft uncertainty ownership coach jet uncertainty conference head head bring head coach head conference patriot minute coach likely coach draft jet jet likely coach patriot job patriot contract head coach team jet contract jet jet jet
967,967,Arts,official senior father senior official boy official father father boy father official boy decision relative relative boy father father official decision relative decision senior relative
968,968,Arts,newspaper newspaper job publish job wife wife wife paper wife newspaper job newspaper publish paper paper publish wife
969,969,Sports,job father father coach job job coach job father job coach
970,970,Science,skin biologist embryonic cell skin make mouse cell dna clone clone clone clone clone technique cow develop stem dna cell gene cow technique make skin animal develop skin mouse cell technique animal cell cell clone embryonic method cell develop stem animal embryonic stem effort laboratory clone stem make gene method clone cell gene animal develop technique cow laboratory technique embryonic cell mouse technique technique egg cell method technique mouse egg dna technique clone biologist skin cell gene method cell egg cell mouse cell mouse mouse cell clone effort embryonic biologist stem cell effort laboratory cell
971,971,Society,official district fan testify court jury testify court official official shoot official testify frenzy gun jury court official attorney grand frenzy grand jury district shoot attorney fan gun gun frenzy grand attorney district gun fan shoot testify court
972,972,Sports,player team jet coach jet start team coach jet coach defensive player coach quit work jet start jet coach team head head player jet jet jet jet player jet team head defensive quit work coach jet defensive coach jet start head player compensation team jet player jet jet jet jet coach work compensation player jet jet coach coach coach jet quit compensation
973,973,Society,campaign campaign campaign secretary secretary secretary
974,974,Society,account spokesman account lawyer international money lottery account fund money spokesman fund lottery account account account lottery fund money lawyer money spokesman account international fund money money international lawyer
975,975,Games,play game game hair play team team hair game shot point funeral shoot point shot shoot funeral wide point play play shot play team hair play shot hair point game play shoot play play shot funeral play wide point hair wide hair
976,976,Home,bill house son bill homework fax home home fax house homework son fax home son homework son bill fax fax night home homework night house home home home house night
977,977,Business,percent stock rate high high sell worry point sell point interest investor stock rate point stock percent bond worry high stock point yield rate interest interest profit percent investor stock stock profit worry investor rate investor bond rate rate point interest bond yield profit rate investor investor rate percent yield stock bond sell profit stock investor interest investor
978,978,Business,market market association trading private share plan proposal association association board market membership association market stock stake member public membership market offering maker stock trading step share placement roughly association market vote share investor tax approval group investor percent membership offering step stake roughly plan association placement step percent small small proposal investor market plan board vote exchange market share percent association offer regulatory maker association membership member association proposal association small maker group placement placement exchange percent exchange approval market association market share public market trading group stake market public association market percent tax association roughly stock private share plan regulatory tax percent membership plan member percent group private association member approval stock regulatory placement private stake percent share offer member public association market member share market association member roughly private board maker vote member plan offering offer percent
979,979,Society,plan hat money plan hat million hat lawyer rule pension pension judge board clause pension pension lawyer hat contract hat executive executive night board executive bad plan judge million ruling rule clause hat hat rule ruling plan contract bad rule lawyer money money bad plan judge plan contract night plan ruling board money plan boy plan clause boy million boy night board
980,980,Health,willy wife willy willy daughter nilly nilly stayed deeply daughter wife pneumonia stayed hour daughter hour home baby wife deeply home deeply nilly stayed baby hour home baby baby pneumonia pneumonia
981,981,Society,immigrant percent job white immigrant hispanic street immigrant resident population percent immigrant live town percent percent immigrant county immigrant town neighbor population live resident percent resident immigrant northern immigrant white job northern hispanic hispanic hispanic town neighbor hispanic county neighbor job hispanic hispanic live street town northern percent population population immigrant immigrant immigrant white population immigrant street town county street
982,982,Home,insurance case company million special award company girl award plan plan cost pay pay verdict case verdict jury plan girl special girl million insurance amount verdict amount coverage jury insurance million care family company lawyer plan insurance family family company insurance care plan plan plan million care plan million lawyer largest largest cost jury award consumer plan verdict consumer million coverage special coverage verdict coverage pay coverage care case cost company verdict plan special consumer largest verdict lawyer special insurance company amount company
983,983,Business,change business employee change talk philosophy change customer company business philosopher company control philosopher control company company control company customer philosophical employee philosopher talk business philosophical philosophy talk teach philosophical company employee teach business customer company philosophy employee business company philosopher company philosopher philosophical change customer teach change business business business philosophical employee company company
984,984,Business,commerce fare information million register decision flight customer million personal book business engine business registration service airline site fare start plan book travel site travel business decide fare airline decision register information travel book site airline fare provide site information travel travel flight site commerce decision site engine flight registration flight site book travel information registration start engine start plan plan travel service book provide million provide commerce start million register registration personal travel site customer registration customer web fare fare web start decide web personal decide service site
985,985,Business,travel decide information book site travel web web flight register start flight service decision book plan personal site travel flight service site web registration book travel commerce book site business travel plan site start airline site register decision plan site site provide registration commerce customer business information fare million site fare register fare engine registration flight million travel business service decide provide decide registration start start airline airline registration million customer information fare personal information travel million commerce personal travel start fare fare engine customer decision engine book provide
986,986,Society,rate percent economy economist economy inflation low level think rate economy low economist economy rate growth inflation growth level economy economist percent percent think economy think economist rate unemployment inflation economist unemployment low rate unemployment level low level inflation think low inflation economy economy unemployment unemployment inflation percent inflation growth rate rate
987,987,Arts,century century director director director collection museum director director collection museum collection century director collection museum
988,988,Society,evidence charge indian indian hijack evidence hijack hijacker charge hijacker charge charge indian hijacker hijacker hijacker hijack indian hijack hijack hijacker evidence
989,989,Health,advertising woman campaign campaign special fad look brand campaign part body look special added special brand cereal look woman look part sale diet advertising cereal sale product brand body sale added part campaign fad woman sale cereal special campaign brand cereal fad diet woman campaign woman campaign advertising look special body product diet brand added campaign woman brand cereal product look look campaign part special
990,990,Society,tourism candidate campaign promote soft candidate federal money campaign money campaign tourism money soft money promote fund campaign money soft fund fund soft candidate tourism money fund federal soft fund promote money campaign fund soft soft federal
991,991,Science,pcb agency company company upper health problem agency official company study group pcb environmental million cleanup official factory health problem pcb official health agency upper north bury million fish health fish pcb risk cleanup study contamination bury study pcb cancer cancer fish find pcb cancer bury pcb fish official pcb company fish study chemical risk official study fish study agency environmental chemical cleanup official agency risk problem study fish factory fish bury company risk agency fish risk cancer pcb contamination contamination upper chemical find health pcb factory north million health north risk find study contamination risk fish agency group group official environmental
992,992,Home,cash cash young safe home certificate young home safe safe deposit cash deposit inside deposit safe safe inside safe young home inside safe safe certificate home home certificate deposit safe safe safe
993,993,Sports,game revenue slot game race bill gamble million handle racetrack revenue million million million tribe legislation million track slot slot revenue track track racetrack casino slot tribe legislation gamble gamble operation race gamble legislation bill handle track casino million gamble operation race operation race tribal revenue gamble casino slot gamble operate casino racetrack track handle tribal track casino tribe slot million bill track gamble revenue casino track slot operate casino operate slot million game tribal legislation race million track gamble race million bill
994,994,Society,descendant son descendant family live grave test descendant test son link grave president descendant grave find president son die descendant relative cemetery die president test test family test live find male descendant test descendant die live male descendant male descendant find descendant cemetery family link son find descendant male relative test relative cemetery son descendant link live son
995,995,Business,call voter plan cut plan voter plan call poll plan tax percent plan tax endorsement tax voter tax poll percent tax cut percent middle plan tax cut tion call tax middle tax percent tax poll cut tax middle plan cut cut tax plan percent tax endorsement percent poll tax tion tax tax tax endorsement tion percent
996,996,Health,maker administrator room shot vaccine shot shot hospital cough flu flu maker number flu worse percent flu hospital vaccine room percent flu worse number flu doctor number administrator maker room worse shot room flu vaccine vaccine flu vaccine percent vaccine administrator doctor room hospital flu hospital doctor shot room cough cough
997,997,Computers,address file ticket trouble error message mail mail error employee message employee computer message error open technician file office message problem office scroll woman file mail computer message computer error mail screen computer ticket problem computer mail address ticket computer computer screen address open scroll screen screen trouble wait ticket technician computer technician message message woman computer open computer open office mail wait problem trouble trouble wait ticket error screen office woman ticket scroll employee screen computer trouble office
998,998,Business,middle tax percent middle poll cut voter tax tax poll plan tax cut tax percent endorsement plan poll cut percent tax percent middle tax plan tion endorsement percent tax tion voter call tion tax cut plan tax percent percent plan cut tax poll call call cut tax tax tax tax voter plan plan endorsement plan tax
999,999,Computers,generator return store donation generator donation item item see battery y2k manager item return generator return food food store battery food store see return generator return store generator y2k y2k y2k manager y2k see item manager see return food store store store food battery donation store generator y2k y2k generator generator manager donation
1000,1000,Society,increase income spent spend education income pupil district high pupil school spend district education rich dollar dollar dollar spend grant high resist spent rich child resist rich spend school school plan spend education percent district increase cost child school plan percent child education cost school child rich dollar money income rich child high spend child education spend pupil child spend grant spend school percent dollar child spend pupil rich spend education cost money spend education spend money plan spend high spend spend child percent grant money resist increase cost increase school spent child cost spent dollar
1001,1001,Society,sentence sentence ager teen baby hour ager hour sentence baby ager sentence teen hour baby teen
1002,1002,Society,committee money campaign money contribution campaign help democratic money race help campaign ago campaign democratic money limit race limit help official contribution contribution money campaign soft committee democratic contribution ago soft official campaign committee contribution soft soft committee official ago race limit
1003,1003,Society,leader receivership tie letter receivership firm letter accord lucrative chairman leader legal lawyer judge accord legal legal court tie firm lawyer receivership chairman judge leader office receivership letter patronage law office tie law letter elect letter lawyer elect lucrative office court lawyer lawyer leader chairman patronage letter lawyer tie law borough letter court letter lawyer tie receivership lawyer lawyer legal lucrative court legal leader elect legal elect patronage law firm elect letter law borough law firm judge judge letter accord borough
1004,1004,Sports,score team point deliver ball half pull quarter point point point team quarter leave quarter pull point deliver minute half game team lead point quarter lead pull leave score deliver quarter ball point ball game point lead quarter jumper minute jumper leave game score quarter leave minute point point quarter quarter point point ball game half quarter leave jumper point quarter quarter point
1005,1005,Recreation,round leg start boat mast boat lead lose start start boat snap boat boat condition boat challenger mast race mast race starboard lose starboard condition mast start challenger start round snap lose leg start mast boat lead condition race leg lead condition snap round mast starboard challenger
1006,1006,Society,italian relationship official relation policy nation relation official foreign international government italian foreign nation step nation policy relationship italian foreign international nation relation government government step nation official international official policy relation relationship step relation italian official step italian
1007,1007,Sports,treatment treatment treatment treatment coach treatment treatment coach coach family season season season coach family family coach
1008,1008,Sports,game game team game defense bull play play average fan point average team point team game bull game defense point bull player win win night player player team bull win point player game fan night team night defense team player point fan point player game average play player
1009,1009,Sports,net net net basket point net lead point free shot game point quarter quarter left shot quarter throw point point despite season game despite quarter free point basket game lead eject shot point free lead point net net left net season technical despite basket throw game net season eject left net left quarter net point game technical game season season technical net throw point point net left net point eject
1010,1010,Sports,injury center center injury defenseman play boot defenseman boot center play game defenseman boot game play injury game
1011,1011,Sports,punt line quarter lead punt yard conversion yard quarter quarterback play night lead yard quarter yard yard yard yard night game line quarter touchdown quarterback yard field conversion quarter game leave pas touchdown leave yard game fail quarterback leave touchdown yard drive yard yard half yard touchdown touchdown punt half touchdown line play yard yard point touchdown night yard drive yard leave play drive goal goal touchdown leave goal lead point pas line night ball field fail yard yard leave fail field punt lead touchdown touchdown half ball ball quarterback punt yard line field yard pas leave lead ball conversion yard quarter yard point
1012,1012,Sports,sign goal game king team play team team sign goal game goal team king sign team king goal game king sign game king king game game game play king play team king
1013,1013,Recreation,detectives horseback detectives steal horseback steal ranch theft cattle cattle detectives steal ranch cattle cattle cattle detectives theft cattle cattle cattle cattle ranch cattle theft theft cattle cattle cattle ranch theft horseback
1014,1014,Society,school ballot local percentage accountability bond measure tax supporter accountability million school tax accountability measure bond majority percentage local pas supporter measure bond campaign favor need favor campaign simple issue bond measure pas local bond school measure percentage bond ballot supporter pas million bond campaign school simple majority bond favor campaign local million measure bond pas bond measure tax need majority campaign school ballot bond simple pas issue majority measure bond bond local need million issue school tax school local
1015,1015,Sports,night quarter game play game football run run season yard big yard lead quarter play pas night play deserve game run lead football pas night play football yard night pas big quarter deserve lead season yard night season yard yard season big deserve
1016,1016,Sports,touchdown touchdown reception reception touchdown yard touchdown quarter yard touchdown yard yard yard reception quarter yard quarter
1017,1017,Sports,player score punt play victory team rank take yard special half season season yard touchdown zone quarter season play season point game yard zone touchdown punt yard yard quarter touchdown quarter touchdown score title zone title touchdown season team half special yard yard victory yard yard ball take punt yard final game game yard undefeated field yard team yard punt game yard yard player special point team quarter point field rank ball yard final game touchdown touchdown special game yard ball final score play play final touchdown victory ball take undefeated rank yard title half team player game yard game undefeated yard touchdown yard touchdown team team field yard point half game victory
1018,1018,Sports,field quarter yard quarter quarter return play touchdown return point play play punt special quarter field punt point yard team half return championship punt game pas yard championship score quarter yard lead yard touchdown lead quarter goal yard yard yard team touchdown punt yard yard game team punt touchdown team special field lead give quarterback point touchdown game team championship score score lead game special return quarter pas play lead yard half point point quarter field blocked team yard punt team yard touchdown yard yard give pas yard punt touchdown blocked game yard give special quarterback play touchdown score half give quarterback goal play touchdown point goal score score blocked championship punt
1019,1019,Sports,game missed forward game game lead period game nugget missed game season player point leave season player game period game game rebound missed point point game forward lead period leave game point nugget point rebound player forward season nugget leave lead point period rebound point game point
1020,1020,Sports,punt knee quarter punt touchdown return suffer suffer touchdown return yard wide help quarter ticket game punt yard return touchdown sprain return game help knee yard yard knee ticket quarter sprain beat touchdown lead receiver quarter punt yard sprain receiver wide ticket game return quarter wide beat lead punt quarter punt lead receiver beat yard suffer yard help touchdown beat
1021,1021,Sports,game kid play golf golf yard bad yard quarter touchdown touchdown touchdown play quarter yard kid yard touchdown play golf touchdown yard quarter yard guy yard play quarter guy mistake bad bad game yard quarter play yard pas pas game guy touchdown game yard pas touchdown mistake play kid mistake
1022,1022,Sports,need season game game ranking player season start tournament conference conference start home need player play record conference record need loss loss tournament tournament play team game team season play play program ranking play victory conference team team need point season rank program record game team home season ranking point player ranking record record ranking record rank conference ranking ranking record team victory home play game program record need conference need season lose team ranking need season season record tournament ranking conference team play play play record conference team team lose ranking record ranking victory lose need ranking team conference game need loss need need start point need record conference ranking rank game need season loss home
1023,1023,Sports,fan basketball basketball million owner early team basketball million team player fan business team million business fan sport team billion ago player higher team basketball player owner team basketball early early team win fan sport team owner fan ago owner million owner sport win fan business sport fan fan higher billion billion higher ago win team
1024,1024,Sports,bust playoff game quarterback coach game coach playoff playoff quarterback season playoff quarterback playoff quarterback playoff quarterback playoff quarterback team team quarterback game playoff quarterback season coach team playoff game season bust bust playoff playoff season team team team game game team quarterback bust playoff season
1025,1025,Sports,turnover play play turnover leave game play rocket game season leave rocket rocket play game game team rocket point point game game shoot team defense season play game rocket play point defense team play finish team turnover game high finish rocket point shoot play season high team defense leave shoot team rocket rocket leave rocket team team play finish high
1026,1026,Games,king play tie play lose team score game score night play king period tie play goal game score goal king night game team king king tie score game team king play game night period king lose period king king game game lose goal period game game game game king lose king night king period game goal team score game score king
1027,1027,Sports,put high rocket point high missed guy rocket ball rocket quarter lead shot point rocket quarter hand leave game couple double leave game rocket point shot score game missed guy shot score shot drive face drive game shot rocket think team team quarter lead jumper missed shot face rocket quarter shot shot face shot rocket point team double rocket ball missed drive put point game double think double point rocket jumper missed give couple guy think game jumper ball couple rocket lead rocket score score leave score hand hand hand put shot point leave quarter give rocket point shot point leave shot shot ball score high rocket missed game shot ball point score ball give point point rocket
1028,1028,Sports,game quarter touchdown lead period left punt attempt season yard team attempt game quarter yard quarter score attempt score yard conversion reception touchdown yard goal point team left half lead win punt win win field point touchdown goal conversion conversion game point pas touchdown yard win half touchdown yard point quarter touchdown pas score conversion half lead pas reception point yard yard game team pas lead yard field team game punt yard reception lead score season yard yard goal win team period point yard play score field yard attempt score play yard lead period lead conversion team touchdown point play season lead game point pas point lead score left play game play yard period
1029,1029,Sports,game game yard touchdown night season part right part game season touchdown night trophy yard catch trophy field play catch right season give touchdown yard give field part championship night yard night trophy give night catch play championship field give play right championship yard
1030,1030,Sports,game yard yard point yard touchdown ahead yard possession touchdown championship lead half yard yard take quarter quarter win yard touchdown punt play possession possession score game fake yard yard half half yard yard yard minute championship team yard game score play yard touchdown minute play game lead lead yard goal record lead play possession yard record lead fake punt touchdown season possession yard yard punt yard touchdown goal lead team take yard minute punt point goal touchdown yard yard point possession score lead lead ahead ahead yard half play play point record punt season yard season win lead possession win possession possession take team yard team point quarter championship win fake lead touchdown
1031,1031,Society,state presidential democrat female democratic policy senator woman democrat vice happen female senator president woman happen republican happen female female female woman president state presidential state republican senator vice vice presidential woman woman woman woman policy vice woman woman democratic presidential vice republican policy state democrat senator democratic happen president president president
1032,1032,Health,liver study toxicity drug call problem liver liver virus drug call liver combination drug damage show patient toxicity side liver patient danger hepatitis effect problem study anti hepatitis study toxicity patient study effect inhibitor side severe drug liver study virus study drug liver effect find drug drug combination side problem side doctor patient problem show toxicity drug patient patient study liver percent patient percent study study drug infected drug show study protease danger protease virus study side severe damage drug effect infected problem liver drug effect drug liver doctor percent protease infected patient virus severe virus drug find effect damage inhibitor patient drug effect problem doctor severe drug toxicity drug liver drug side hepatitis danger drug side severe anti hepatitis find effect drug inhibitor patient patient liver anti drug liver patient combination call study liver
1033,1033,Society,immigrant immigrant plan census federal census census census plan immigrant plan federal minority federal plan minority minority census
1034,1034,Society,insider democratic campaign president director campaign president team director campaign president campaign campaign campaign campaign campaign democratic campaign team director campaign president insider democratic president campaign vice campaign campaign campaign insider insider vice vice campaign team vice campaign campaign director team team vice democratic campaign
1035,1035,Society,claim constitutional right confession incrimination decision high defendant police suspect appeal appeal warn right appeal claim police police law person police high enforcement coerce police protect read person thousand confession regard constitutional custody person confession court criminal suspect protect law confession court confession decision evidence criminal court high confession law police case evidence warn defendant constitutional trial confession court criminal right regard protect constitutional suspect case court enforcement court police suspect appeal defendant coerce warn right defendant decision incrimination person right confession custody court evidence law warn interrogation trial claim confession interrogation court warn person interrogation court warn custody confession court decision trial read custody court confession suspect trial suspect case incrimination coerce court read court right suspect high enforcement suspect suspect enforcement law regard law law right thousand court decision incrimination thousand right police incrimination
1036,1036,Sports,college friend public student system student college standard colleague system public colleague baseball public college public college tuition friend college student able standard baseball college college college friend student able colleague system tuition college public system baseball able colleague standard tuition college college tuition baseball standard
1037,1037,Society,investigation collapse investigate commission investigate bonfire company bonfire bonfire company bonfire investigation commission commission collapse commission investigation bonfire commission design investigation bonfire investigation investigate design company collapse design
1038,1038,Society,commission investigation company investigation investigation investigation design investigate bonfire commission investigate commission design investigate bonfire collapse company investigation collapse commission bonfire company bonfire bonfire bonfire collapse commission design
1039,1039,Recreation,boat night night store boat store job job store boat job store store night store
1040,1040,Sports,home water place preserve water pool cliff mile place mile preserve water water cliff water enjoy enjoy land place pool cliff pool place home pool cliff land land cliff place enjoy preserve pool home mile pool land place
1041,1041,Home,sit y2k meal bean bean rice bean meal eat sit eat sit eat y2k meal sit rice y2k rice
1042,1042,Computers,stuff electric beer money item portable y2k sell electric portable store sell generator beer cold buy portable portable generator item tell y2k store bank y2k beer buy generator supply sell generator y2k supply bank generator tell portable store generator portable cold supply generator tell portable generator stuff y2k generator buy money portable generator stuff generator tell cold item generator buy bank money generator electric money portable y2k y2k buy sell
1043,1043,Computers,century sky sky millennium sky eclipse eclipse century night millennium millennium event night eclipse event eclipse century article sun visible sun visible visible article sky sun sun night century article sun sky sky event
1044,1044,Computers,event sky visible century century sun sky sky sky article night sun eclipse article millennium eclipse sun millennium eclipse sun millennium visible century sun night article night sky visible eclipse event sky event century
1045,1045,Computers,accident box computer speed motion drive driver car computer data control car drive driver computer auto control bag driver computer accident wheel car control emission driver wheel data car brake computer car electronic driver motion car vehicle computer sensor driver system computer brake computer car computer system sensor driver wheel bag emission manager system driver vehicle box company system data system electronic electronic electronic driver intelligent car driver control system road driver company sensor bag drive article speed auto information company accident auto car monitor brake system control driver monitor company road road intelligent data emission article article car vehicle motion manager information information speed driver car driver manager road monitor auto car system sensor car box monitor road monitor intelligent control system system system
1046,1046,Computers,electronic data intelligent computer sensor vehicle box auto data car drive car monitor wheel car sensor data company road driver driver system manager box manager company car car speed drive driver computer article road system computer brake accident brake motion car information wheel car intelligent computer emission road drive information company vehicle motion car driver driver driver emission motion control intelligent emission car system system manager car wheel driver car box computer control monitor monitor driver car computer information vehicle company monitor speed sensor accident road system car electronic system speed system bag article driver bag computer auto electronic auto driver computer electronic system sensor driver brake article control road computer control control system system monitor driver auto driver data accident driver system control bag
